date,plant,fuel,producer,units,installed_mw,present_mw,actual_day,actual_evening,forecast_day,forecast_evening,effective_day,effective_evening,remarks
2025-01-01,Bhola Nutan Biddut BD LTD,Gas/HSD,IPP,2*110,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,MVAR Subjected to Grid Voltage
2025-01-01,Bibiana-II 341 MW CCPP (Summit),Gas,IPP,1*222+1*119,341.0,341.0,270.0,270.0,341.0,341.0,307.0,307.0,FGMO
2025-01-01,Bibiyana South 400 MW,Gas,PDB,1*400,400.0,383.0,363.0,340.0,383.0,383.0,220.0,220.0,
2025-01-01,Bibiyana-III 400 MW CCPP,Gas,PDB,285*1+134*1,419.0,400.0,356.0,358.0,400.0,400.0,380.0,380.0,FGMO not available
2025-01-01,Chandpur 115(Doreen),HFO,IPP,4*18.5+2*22.5,119.0,115.0,0.0,25.0,115.0,115.0,50.0,92.0,
2025-01-01,Chandpur 150 MW CCPP,Gas,PDB,1*106+1*57,163.0,163.0,45.0,40.0,163.0,163.0,40.0,40.0,Default availability set by nldc
2025-01-01,Chandpur 200MW (Desh energy),HFO,IPP,12*18.4,220.8,200.0,0.0,12.0,200.0,200.0,200.0,200.0,
2025-01-01,Chapainawabganj 100 MW Peaking PP,HFO,PDB,12*8.924,107.088,104.0,0.0,33.0,98.0,98.0,53.0,95.0,
2025-01-01,Chattogram 108 MW PP (ECPV),HFO,IPP,16*7,112.0,108.0,0.0,0.0,108.0,108.0,20.0,50.0,Liquid fuel shortage
2025-01-01,Chattogram TPP,Gas,PDB,1*210+1*210,420.0,360.0,0.0,0.0,360.0,360.0,1.0,1.0,Default availability set by nldc
2025-01-01,Chowmuhani 113 MW,HFO,IPP,12*9.78+2*3.1,123.56,113.0,0.0,28.0,113.0,113.0,95.0,100.0,
2025-01-01,Confidence Power Bogura Unit-1 113 MW,HFO,IPP,6*18.55,111.3,113.0,0.0,0.0,113.0,113.0,113.0,113.0,Liquid fuel shortage
2025-01-01,Cox's Bazar Wind,Wind,PDB,,,66.0,18.0,22.0,66.0,66.0,66.0,66.0,Default availability set by nldc
2025-01-01,Cumilla 25 MW PP (Summit),Gas,"SIPP,REB",3*3.67+2*6.97,24.95,25.0,11.0,17.0,7.34,20.83,15.0,15.0,Machine Under Maintenance
2025-01-01,Dohazari -Kalaish 100 MW Peaking,HFO,PDB,6*17,102.0,98.0,0.0,0.0,98.0,98.0,50.0,50.0,Default availability set by nldc
2025-01-01,Energypac Power Venture Thakurgaon Ltd.,HFO,IPP,,,115.0,0.0,0.0,115.0,115.0,115.0,115.0,
2025-01-01,Faridpur 50 MW Peaking PP,HFO,PDB,8*6.89,55.12,50.0,0.0,0.0,42.0,42.0,20.0,35.0,
2025-01-01,Fenchuganj 44MW (Energyprima),Gas,NENP,12*3.3+5*2,49.6,50.0,5.0,5.0,40.0,40.0,35.0,35.0,
2025-01-01,Fenchugonj CCPP Phase-1,Gas,PDB,2*32+1*33,97.0,80.0,33.0,29.0,80.0,80.0,30.0,30.0,Default availability set by nldc
2025-01-01,Fenchugonj CCPP Phase-2,Gas,PDB,2*35+1*35,105.0,90.0,0.0,0.0,90.0,90.0,1.0,1.0,Default availability set by nldc
2025-01-01,Feni Lanka Power,HFO,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,114.0,114.0,114.0,114.0,
2025-01-01,Gagnagar 102 MW PP (Digital Power),HFO,IPP,12*8.924,107.088,102.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-01,Gazipur 100 MW PP,HFO,RPCL,6*17.5,105.0,105.0,52.0,70.0,105.0,105.0,50.0,105.0,
2025-01-01,Gazipur 52 MW PP,HFO,RPCL,6*8.9,53.4,52.19,16.0,17.0,51.4,51.4,25.0,25.0,Liquid fuel shortage
2025-01-01,Ghorasal 365 MW CCPP Unit-7,Gas,PDB,1*243+1*122,365.0,365.0,0.0,0.0,0.0,0.0,1.0,1.0,
2025-01-01,Ghorasal Repowered CCPP Unit-3,Gas,PDB,1*260,260.0,101.2,0.0,0.0,0.0,0.0,1.0,1.0,GT is under maintenance
2025-01-01,Ghorasal Repowered CCPP Unit-4,Gas,PDB,1*210,210.0,174.8,0.0,0.0,0.0,0.0,1.0,1.0,
2025-01-01,Ghorasal TPP Unit-5,Gas,PDB,1*210,210.0,174.8,0.0,0.0,174.8,174.8,1.0,1.0,Default availability set by nldc
2025-01-01,Ghorashal 108 MW PP (Regent),Gas,IPP,34*3.35,113.9,97.7,0.0,0.0,97.3,97.3,1.0,1.0,"Demand ""0"" due to gas shortage"
2025-01-01,Gopalganj 100 MW Peaking PP,HFO,PDB,16*6.98,111.68,100.0,0.0,0.0,80.0,80.0,34.0,60.0,
2025-01-01,HVDC(Nepal),Import,Import,1*40,40.0,40.0,0.0,0.0,40.0,40.0,40.0,40.0,Default availability set by nldc
2025-01-01,Haripur 360 MW CCPP (HPL),Gas,IPP,1*235+1*125,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,-
2025-01-01,Haripur 412 MW CCPP,Gas,EGCB,1*273+1*139,412.0,400.37,317.0,294.0,400.37,400.37,250.0,250.0,
2025-01-01,Haripur GTPP,Gas,"SBU,PDB",32*2,64.0,40.0,0.0,0.0,40.0,40.0,1.0,1.0,Default availability set by nldc
2025-01-01,Hathazari 100 MW peaking PP,HFO,PDB,11*8.9,97.9,94.0,0.0,0.0,64.0,64.0,56.0,74.0,machine problem
2025-01-01,Hobiganj 11MW PP Cofidence-E,Gas,"SIPP,REB",4*2.90,11.6,11.0,2.0,2.0,11.0,11.0,2.0,2.0,Default availability set by nldc
2025-01-01,Import (Tripura),Import,Import,,,160.0,50.0,60.0,160.0,160.0,160.0,160.0,Default availability set by nldc
2025-01-01,Intraco Solar 30 MW,Solar,IPP,1*30,30.0,30.0,21.0,0.0,28.0,0.0,28.0,0.0,
2025-01-01,JERA Meghnaghat Power Limited,Gas,IPP,250*2+268,500.0,718.0,0.0,0.0,718.0,718.0,1.0,1.0,Default availability set by nldc
2025-01-01,Jamalpur 115 MW PP (United),HFO,IPP,9.78*12,117.36,115.0,16.0,60.0,115.0,115.0,95.0,95.0,
2025-01-01,Jangalia 52 MW PP (Lakdanavi),HFO,IPP,6*8.92,53.52,52.2,0.0,8.0,52.2,52.2,52.2,52.2,
2025-01-01,Jodiac Power,HFO,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,54.36,54.36,54.36,54.36,
2025-01-01,Juldah 100 MW PP Unit-3 (Acorn),HFO,IPP,8*13.5,108.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,
2025-01-01,Juldah unit-2 (Acorn),HFO,IPP,8*13.6,108.8,100.0,0.0,0.0,100.0,100.0,100.0,100.0,
2025-01-01,Kamalaghat 54 MW PP(Banco Energy),HFO,IPP,3*18,54.0,53.97,0.0,14.0,53.97,53.97,34.0,54.0,
2025-01-01,Kanchan Purbachal Power Generation Ltd.,HFO,IPP,18.4*3,55.2,36.09,17.0,17.0,36.0,36.0,36.0,36.0,Alternator-03 under maintenace
2025-01-01,Kaptai 7 MW Solar PP,Solar,PDB,,,7.0,4.0,0.0,4.0,0.0,4.0,0.0,
2025-01-01,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",Hydro,PDB,2*40+3*50,230.0,230.0,26.0,26.0,230.0,230.0,230.0,230.0,Default availability set by nldc
2025-01-01,Karnaphuli Power Ltd.,HFO,IPP,18.415*6+6.5,110.49,110.0,0.0,0.0,110.0,110.0,110.0,110.0,
2025-01-01,Katakhali 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,45.49,0.0,0.0,45.0,45.0,26.0,32.0,
2025-01-01,Keraniganj 100 MW PP (Powerpac),HFO,QRPP,8*13.45,107.6,25.21,0.0,0.0,25.21,25.21,0.0,0.0,Default availability set by nldc
2025-01-01,Khulna 225 MW CCPP,HSD/Gas,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,230.0,230.0,230.0,230.0,
2025-01-01,Khulna 330 MW CCPP,HSD/Gas,PDB,1*220+1*110,330.0,336.0,0.0,0.0,336.0,336.0,336.0,336.0,Default availability set by nldc
2025-01-01,Kodda 149 MW PP Unit-1 (Summit),HFO,IPP,8*18.45+8.97,147.6,150.0,0.0,0.0,149.0,149.0,149.0,149.0,
2025-01-01,Kodda 150 MW PP B-R,HFO,PDB-RPCL,9*17.06,153.54,149.36,4.0,32.0,149.36,149.36,149.0,149.0,
2025-01-01,Kodda 300 MW PP Unit-2 (Summit),HFO,IPP,18*17.06,307.08,300.0,0.0,0.0,300.0,300.0,300.0,300.0,
2025-01-01,Kushiara 163 MW CCPP (KP),Gas,IPP,1*109+1*54,163.0,163.0,120.0,120.0,163.0,163.0,163.0,163.0,
2025-01-01,Madanganj-55 MW PP(Summit),HFO,IPP,3*17+1*11.3,62.3,55.0,0.0,0.0,55.0,55.0,55.0,55.0,
2025-01-01,Madhumati 100 MW PP,HFO,NWPGCL,6*18,108.0,105.0,0.0,0.0,105.0,105.0,0.0,0.0,Liquid fuel shortage
2025-01-01,"Malancha, Ctg. EPZ (United)",Gas,IPP,5*8.73+3*9.34,71.67,33.0,3.0,14.0,33.0,33.0,2.0,8.0,Default availability set by nldc
2025-01-01,Manikganj 55 MW PP (Northern),HFO,IPP,19.3*3,57.9,55.0,0.0,0.0,55.0,55.0,55.0,55.0,Default availability set by nldc
2025-01-01,Manikgonj 162MW PP(MPGL),HFO,IPP,9*18,162.0,162.0,0.0,17.0,162.0,162.0,162.0,162.0,
2025-01-01,Maona 33 MW PP(Summit),Gas,IPP,4*8.73,34.92,33.0,22.0,22.0,33.0,33.0,33.0,33.0,
2025-01-01,Matarbari 2*600 MW (CPGCBL),Coal,CPGCL,2*600,1200.0,1200.0,503.0,575.0,575.0,575.0,575.0,575.0,U1 S/D 09/Oct/24 (Maintenance Work)
2025-01-01,Meghnaghat 104 MW PP (OPCL),HFO,IPP,6*18.5,111.0,104.0,0.0,0.0,104.0,104.0,7.0,17.0,Liquid fuel shortage
2025-01-01,Meghnaghat 450 MW CCPP (MPL),Gas,IPP,2*150+1*150,450.0,450.0,350.0,330.0,450.0,450.0,450.0,450.0,
2025-01-01,Meghnaghat CCPP(Summit),Gas,IPP,2*110+1*110,330.0,335.0,0.0,0.0,335.0,335.0,1.0,1.0,
2025-01-01,Meghnaghat CCPP(Summit)-2,Gas/HSD,IPP,,,583.0,0.0,0.0,583.0,583.0,1.0,1.0,Gas shortage
2025-01-01,Mirsharai 150 MW,HFO/Gas,IPP,18.5*9,166.5,159.86,0.0,0.0,159.86,159.86,17.0,150.0,
2025-01-01,Mongla Orion 100 MW Solar PP,Solar,IPP,100,100.0,100.0,71.0,0.0,70.0,0.0,70.0,0.0,
2025-01-01,Mymensingh 200 MW PP (United),HFO,IPP,9.78*21,205.38,200.0,8.0,55.0,200.0,200.0,100.0,200.0,
2025-01-01,Nababganj 55 MW PP (Southern power ),HFO,IPP,19.3*3,57.9,55.0,0.0,17.0,55.0,55.0,55.0,55.0,
2025-01-01,Natore 52 MW PP (Rajlanka),HFO,IPP,6*8.92,53.52,52.2,0.0,0.0,52.2,52.2,45.0,52.0,
2025-01-01,Pabna Solar 100 MW,Solar,IPP,,,100.0,83.0,0.0,75.0,0.0,75.0,0.0,
2025-01-01,Patenga 50MW PP (Baraka),HFO,IPP,8*6.98,55.84,50.0,0.0,18.0,50.0,50.0,50.0,50.0,
2025-01-01,Payra 1320 MW,Coal,BCPCL,2*622,1244.0,1244.0,420.0,400.0,622.0,622.0,622.0,622.0,
2025-01-01,RPCL 210MW CCPP,Gas,RPCL,4*35+1*70,210.0,210.0,5.0,4.0,210.0,210.0,10.0,10.0,Low gas pressure
2025-01-01,Rampal 1320 MW (BIFPCL),Coal,PDB,660*2,1320.0,1234.2,949.0,1157.0,1234.0,1234.0,1234.0,1234.0,
2025-01-01,Rangpur 113 MW PP (Confidence),HFO,IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,0.0,0.0,113.0,113.0,90.0,113.0,
2025-01-01,Rangpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,Default availability set by nldc
2025-01-01,Raozan 25 MW PP,HFO,IPP,3*8.9,26.7,25.5,0.0,0.0,25.0,25.0,8.0,25.0,
2025-01-01,Rupganj 33 MW PP(Summit),Gas,IPP,4*8.73,34.92,33.0,24.0,20.0,33.0,33.0,33.0,33.0,
2025-01-01,Rupsha 105 MW PP (Orion rupsha),HFO,IPP,6*18.445,110.67,105.0,0.0,0.0,105.0,105.0,105.0,105.0,Liquid fuel shortage
2025-01-01,SS Power,Coal,IPP,2*660,1320.0,1224.0,457.0,606.0,612.0,612.0,612.0,612.0,Partial Shutdown due to maintenance
2025-01-01,Saidpur 20 MW GTPP,HSD,PDB,1*20,20.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,Default availability set by nldc
2025-01-01,Santahar 50 MW Peaking PP,HFO,PDB,6*8.7,52.2,46.0,0.0,0.0,46.0,46.0,24.0,24.0,Default availability set by nldc
2025-01-01,Sarishabari 3 MW Solar Plant,Solar,IPP,,,2.71,1.0,0.0,2.0,0.0,2.0,0.0,
2025-01-01,Shahjahanulla 25 MW PP,Gas,"SIPP,REB",3*9.34,28.02,25.0,13.0,13.0,25.0,25.0,13.0,13.0,Default availability set by nldc
2025-01-01,Shahjibazar 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,100.0,100.0,1.0,1.0,Default availability set by nldc
2025-01-01,Shahjibazar 86MW PP (Shahjibazar),Gas,RPP,32*2.90,92.8,86.0,42.0,56.0,86.0,86.0,55.0,55.0,
2025-01-01,Shahjibazar GTPP Unit- 8 & 9,Gas,PDB,2*35,70.0,66.57,25.0,25.0,66.57,66.57,25.0,25.0,Default availability set by nldc
2025-01-01,Shajibazar 330 MW CCPP,Gas,PDB,3*110,330.0,330.0,0.0,0.0,330.0,330.0,1.0,1.0,Default availability set by nldc
2025-01-01,Siddhirganj 335 MW CCPP,Gas,EGCB,1*217+118,217.0,335.0,265.0,230.0,335.0,335.0,160.0,160.0,
2025-01-01,Siddhirgonj 2*120 MW GTPP,Gas,EGCB,2*105,210.0,210.0,0.0,0.0,210.0,210.0,0.0,0.0,
2025-01-01,Siddhirgonj 210 MW TPP,Gas,PDB,1*210,210.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,Under Major Overhauling
2025-01-01,Sikalbaha 105 MW PP (Baraka Sikalbaha),HFO,IPP,6*17.5,105.0,105.0,0.0,0.0,105.0,105.0,85.0,105.0,Bill delay and high diff. of USD exchange rate
2025-01-01,Sikalbaha 225MW CCPP,Gas/HSD,PDB,1*150+1*75,225.0,225.0,232.0,227.0,225.0,225.0,225.0,225.0,Default availability set by nldc
2025-01-01,Sikalbaha Peaking GT,Gas/HSD,PDB,1*150,150.0,126.5,0.0,0.0,0.0,0.0,0.0,0.0,Generator Problem
2025-01-01,Sirajganj 68 MW Solar Park,Solar,IPP,,,68.0,14.89,0.0,25.0,0.0,25.0,0.0,
2025-01-01,Sirajgonj 225MW CCPP Unit-1,Gas/HSD,NWPGCL,1*150+1*75,225.0,214.0,165.0,168.0,214.0,214.0,193.0,193.0,Gas shortage
2025-01-01,Sirajgonj 225MW CCPP Unit-2,Gas/HSD,NWPGCL,1*150+1*75,225.0,220.0,148.0,206.0,220.0,220.0,198.0,198.0,Gas shortage
2025-01-01,Sirajgonj 225MW CCPP Unit-3,Gas/HSD,NWPGCL,1*141,141.0,220.0,169.0,187.0,220.0,220.0,198.0,198.0,Gas shortage
2025-01-01,Sirajgonj 400 MW CCPP Unit-4,Gas/HSD,NWPGCL,1*282+1*132,414.0,413.79,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-01,Sirajgonj 6.55 MW Solar,Solar,NWPGCL,,,6.09,1.31,0.0,4.6,0.0,4.6,0.0,
2025-01-01,Sonagazi 75 MW (AC) Solar Power Plant,Solar,EGCB,,,75.0,66.0,0.0,60.0,0.0,60.0,0.0,
2025-01-01,Spectra Solar Plant Ltd.,Solar,IPP,,,35.0,16.0,0.0,25.0,0.0,25.0,0.0,
2025-01-01,Sreepur 150 MW PP,HFO,PDB-RPCL,9*18,162.0,150.0,0.0,0.0,150.0,150.0,150.0,150.0,Default availability set by nldc
2025-01-01,Summit Power Ashulia,Gas,IPP,,,33.75,19.0,19.0,30.0,30.0,30.0,30.0,Low gas pressure
2025-01-01,Summit Power Madhabdi,Gas,IPP,3*3.67+4*8.73,45.93,23.0,23.0,22.0,23.0,23.0,23.0,23.0,
2025-01-01,Sutiakhali 50 MW Solar PP,Solar,IPP,,,50.0,37.47,0.0,39.4,0.0,39.4,0.0,
2025-01-01,Sylhet 20 MW GTPP,Gas,PDB,1*20,20.0,20.0,0.0,0.0,20.0,20.0,1.0,1.0,Default availability set by nldc
2025-01-01,Sylhet 225 MW CCPP,Gas,PDB,1*142+1*89,231.0,225.0,214.0,209.0,225.0,225.0,205.0,205.0,Default availability set by nldc
2025-01-01,Sympa Solar Power 8 MW,Solar,IPP,,,8.0,4.9,0.0,4.6,0.0,4.6,0.0,
2025-01-01,Tangail Palli Power Gen 22 MW,HFO,IPP,4*6.7,26.8,22.0,0.0,0.0,22.0,22.0,22.0,22.0,Ready to Dispatch as per NLDC Demand.
2025-01-01,Teesta Solar Limited,Solar,BCPCL,,,200.0,88.0,0.0,115.32,0.0,115.32,0.0,
2025-01-01,Teknaf 20MW PP (Solartech),Solar,IPP,,,20.0,19.0,0.0,19.0,0.0,19.0,0.0,
2025-01-01,Titas 50 MW Peaking PP,HFO,PDB,6*8.92,53.52,47.0,0.0,0.0,47.0,47.0,30.0,45.0,machine problem
2025-01-01,Tongi 80 MW GTPP,Gas,PDB,1* 105,105.0,105.0,0.0,0.0,105.0,105.0,1.0,1.0,Default availability set by nldc
2025-01-01,Ullapara 11 MW PP (Summit),Gas,"SIPP,REB",4*2.90,11.6,11.0,5.5,8.5,8.25,8.25,8.5,8.5,Partial Shutdown due to maintenance
2025-01-01,Unique Meghnaghat Power Limited (UMPL),Gas,IPP,,,584.0,350.0,300.0,584.0,584.0,200.0,200.0,
2025-01-01,United Payra Power Ltd.,HFO,IPP,8*18.5+1*9.5,157.5,150.0,0.0,17.0,150.0,150.0,54.0,150.0,
2025-01-02,Adani Power Jharkhanda Ltd,Import,Import,2*673,1346.0,1347.54,754.98,680.0,1347.54,1347.54,1347.54,1347.54,
2025-01-02,Amnura 50 MW PP(Sinha),HFO,QRPP,7*7.79,54.53,35.09,0.0,0.0,0.0,0.0,35.09,35.09,Default availability set by nldc
2025-01-02,Anlima Energy Ltd.,HFO,IPP,6*21.2,127.2,116.0,17.0,30.0,116.0,116.0,50.0,108.0,Liquid fuel shortage
2025-01-02,Anwara 300 MW PP (United),HFO,IPP,17*17+24,289.0,300.0,0.0,32.0,300.0,300.0,50.0,100.0,
2025-01-02,Ashuganj 150MW PP (Midland),HFO,IPP,23X7.015,161.345,150.0,10.0,45.0,150.0,150.0,150.0,150.0,
2025-01-02,Ashuganj 195 MW PP (APSCL-United),Gas,IPP,20X9.73+1X16,210.6,195.0,130.0,185.0,195.0,195.0,195.0,195.0,
2025-01-02,Ashuganj 420 MW CCPP(East),Gas,APSCL,284*1+116*1,400.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Ashuganj 450 MW CCPP(North),Gas,APSCL,1*360,360.0,353.35,290.0,315.0,356.15,356.15,320.0,320.0,
2025-01-02,Ashuganj 450 MW CCPP(South),Gas,APSCL,1*360,360.0,356.56,0.0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,Ashuganj 50 MW PP,Gas,APSCL,14*3.96,55.44,46.94,32.0,33.0,46.94,46.94,40.0,40.0,
2025-01-02,Ashuganj 51 MW PP (Midland),Gas,IPP,6X9.34,56.04,51.0,51.0,51.0,51.0,51.0,51.0,51.0,
2025-01-02,Ashuganj 55 MW PP (Precision),Gas,QRPP,15*4,60.0,55.0,29.0,29.0,30.0,30.0,30.0,30.0,
2025-01-02,Ashuganj CCPP 225 MW,Gas,APSCL,1X142+1X75,217.0,221.43,185.0,180.0,221.0,221.0,205.0,205.0,FGMO
2025-01-02,Baghabari 100 MW GTPP,Gas,PDB,1*100,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Baghabari 50 MW Peaking PP,HFO,PDB,6*8.9,53.4,47.0,0.0,40.0,41.0,41.0,52.0,52.0,
2025-01-02,Baghabari 71 MW GTPP,Gas,PDB,1X71,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Bagura 113 MW PP (Confidence)-2,HFO,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,113.0,113.0,95.0,113.0,
2025-01-02,Barapukuria 275 MW TPP Unit-3,Coal,PDB,1*275,275.0,274.0,180.0,200.0,200.0,200.0,200.0,200.0,
2025-01-02,Barapukuria TPP Unit-1 & 2,Coal,PDB,1*125+1*125,250.0,170.0,80.0,78.0,75.0,75.0,75.0,75.0,
2025-01-02,Barisal 1 MW Solar Plant,Solar,IPP,,,1.0,0.49,0.0,0.29,0.0,0.29,0.0,
2025-01-02,Barisal 110 MW PP (Summit ),HFO,IPP,7X17.076,119.532,110.0,0.0,0.0,110.0,110.0,110.0,110.0,
2025-01-02,Barisal 307 MW,Coal,BCPCL,307X1,307.0,307.0,250.0,300.0,307.0,307.0,307.0,307.0,
2025-01-02,Bera 70 MW Peaking PP,HFO,PDB,9*8.29,74.61,66.0,0.0,0.0,0.0,0.0,71.0,71.0,Default availability set by nldc
2025-01-02,Bhairob 54.5 MW,HFO,IPP,3*18.2,54.6,54.5,0.0,17.0,54.5,54.5,17.0,17.0,
2025-01-02,Bheramara (HVDC ),Import,Import,2X500,1000.0,1000.0,907.0,627.0,1000.0,1000.0,1000.0,1000.0,
2025-01-02,Bheramara 410 MW CCPP,Gas,NWPGCL,1X278+1X132,410.0,410.0,312.0,283.0,410.0,410.0,300.0,300.0,Gas shortage
2025-01-02,Bheramara GTPP Unit-3,HSD,PDB,1X20,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Default availability set by nldc
2025-01-02,Bhola 225 MW CCPP,Gas,PDB,2X63+1X68,194.0,193.1,100.0,130.0,130.0,130.0,134.0,134.0,Partial Shutdown of STG
2025-01-02,Bhola 33 MW PP (Venture),Gas,NENP,1X34.50,34.5,40.0,0.0,7.0,10.12,10.12,10.12,10.12,
2025-01-02,Bhola Nutan Biddut BD LTD,Gas/HSD,IPP,2*110,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,Subjected to Grid Voltage
2025-01-02,Bibiana-II 341 MW CCPP (Summit),Gas,IPP,1*222+1*119,341.0,341.0,0.0,0.0,341.0,341.0,0.0,0.0,FGMO
2025-01-02,Bibiyana South 400 MW,Gas,PDB,1*400,400.0,383.0,366.0,300.0,383.0,383.0,220.0,220.0,air intake filter DP higher due to Fog
2025-01-02,Bibiyana-III 400 MW CCPP,Gas,PDB,285*1+134*1,419.0,400.0,308.0,343.0,350.0,350.0,380.0,380.0,FGMO not available
2025-01-02,Chandpur 115(Doreen),HFO,IPP,4*18.5+2*22.5,119.0,115.0,0.0,30.0,115.0,115.0,50.0,92.0,
