date,plant,producer,units,installed_mw,present_mw,peak_mw,energy_kwh,remarks
2025-06-10,SS Power,IPP,2*660,1320.0,1224.0,1044.0,23247270.0,FGMO
2025-06-10,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-06-10,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,-
2025-06-10,Sarishabari 3 MW Solar Plant,IPP,0,0.0,2.71,0.0,14800.0,-
2025-06-10,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,0.0,2016.0,-
2025-06-10,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Machine Problem
2025-06-10,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,80.0,1932480.0,-
2025-06-10,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.0,30.0,713568.0,-
2025-06-10,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Under Maintenance
2025-06-10,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,0.0,0.0,Gas shortage
2025-06-10,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,210.0,0.0,0.0,Gas shortage
2025-06-10,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,115.0,0.0,0.0,Under Major Overhauling
2025-06-10,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,0.0,0.0,Bill delay
2025-06-10,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,218.0,5165400.0,-
2025-06-10,Sikalbaha Peaking GT,PDB,1*150,150.0,150.0,0.0,0.0,-
2025-06-10,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,393000.0,-
2025-06-10,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,168.0,4102364.0,FGMO
2025-06-10,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,181.0,4568409.0,FGMO
2025-06-10,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,187.0,4633991.0,FGMO
2025-06-10,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,413.79,378.0,8835345.5,FGMO
2025-06-10,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,36540.0,-
2025-06-10,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,548027.0,-
2025-06-10,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,221155.0,-
2025-06-10,Sreepur 150 MW PP,PDB-RPCL,9*18,162.0,160.0,108.0,1497600.0,-
2025-06-10,Summit Power Ashulia,IPP,0,0.0,33.75,17.5,381600.0,-
2025-06-10,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,7.0,162360.0,-
2025-06-10,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,331910.0,-
2025-06-10,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-06-10,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,231.0,0.0,0.0,Under Maintenance
2025-06-10,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,47176.56,-
2025-06-10,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,8.0,35280.0,From 00:00 to 24:00 hr. will be dispatching 12 MW
2025-06-10,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,1416960.0,-
2025-06-10,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,119610.0,-
2025-06-10,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,52.0,36.0,768960.0,machine problem
2025-06-10,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Under Maintenance of Exciter
2025-06-10,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,491.0,11714545.45,None
2025-06-10,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,0.0,0.0,-
2025-06-11,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1435.88,732.3,14685777.0,-
2025-06-11,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,0.0,0.0,-
2025-06-11,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,0.0,0.0,-
2025-06-11,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,0.0,0.0,-
2025-06-11,Ashuganj 195 MW PP (APSCL-United),IPP,20X9.73+1X16,210.6,195.0,182.0,3128000.0,-
2025-06-11,Ashuganj 420 MW CCPP(East),APSCL,284*1+116*1,400.0,393.0,0.0,0.0,machine problem
2025-06-11,Ashuganj 450 MW CCPP(North),APSCL,1*360,360.0,353.35,350.0,8169200.0,-
2025-06-11,Ashuganj 450 MW CCPP(South),APSCL,1*360,360.0,356.56,340.0,7862000.0,-
2025-06-11,Ashuganj 51 MW PP (Midland),IPP,6X9.34,56.04,51.0,51.0,874403.0,-
2025-06-11,Ashuganj 55 MW PP (Precision),QRPP,15*4,60.0,55.0,36.0,707040.0,-
2025-06-11,Ashuganj CCPP 225 MW,APSCL,1X142+1X75,217.0,221.43,202.0,4862000.0,FGMO
2025-06-11,Ashuganj TSK 50 MW PP,APSCL,14*3.96,55.44,46.701,15.0,372600.0,Machine Problem
2025-06-11,Baghabari 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Machine Under Maintenance
2025-06-11,Baghabari 50 MW Peaking PP,PDB,6*8.9,53.4,52.0,0.0,0.0,-
2025-06-11,Baghabari 71 MW GTPP,PDB,1X71,71.0,70.0,0.0,0.0,Machine Standby
2025-06-11,Bagura 113 MW PP (Confidence)-2,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,-
2025-06-11,Barapukuria 275 MW TPP Unit-3,PDB,1*275,275.0,274.0,200.0,4749000.0,-
2025-06-11,Barapukuria TPP Unit-1 & 2,PDB,1*125+1*125,250.0,170.0,47.0,1083927.0,-
2025-06-11,Barisal 1 MW Solar Plant,IPP,0,0.0,1.0,0.0,4905.0,-
2025-06-11,Barisal 110 MW PP (Summit ),IPP,7X17.076,119.532,110.0,0.0,0.0,-
2025-06-11,Barisal 307 MW,BCPCL,307X1,307.0,307.0,0.0,22000.0,Coal shortage
2025-06-11,Bera 70 MW Peaking PP,PDB,9*8.29,74.61,71.0,0.0,0.0,-
2025-06-11,Bhairob 54.5 MW,IPP,3*18.2,54.6,54.5,0.0,0.0,-
2025-06-11,Bheramara (HVDC ),Import,2X500,1000.0,1000.0,892.0,21570181.0,-
2025-06-11,Bheramara 410 MW CCPP,NWPGCL,1X278+1X132,410.0,410.0,378.0,8898624.0,Gas shortage
2025-06-11,Bheramara GTPP Unit-3,PDB,1X20,20.0,16.0,0.0,0.0,Contract Expired
2025-06-11,Bhola 225 MW CCPP,PDB,2X63+1X68,194.0,194.0,120.0,2750000.0,Partial Shutdown of STG
2025-06-11,Bhola 33 MW PP (Venture),NENP,1X34.50,34.5,10.0,9.0,227319.0,-
2025-06-11,Bhola Nutan Biddut BD LTD,IPP,2*75+1*75,225.0,220.0,220.0,5248880.0,MVAR Subjected to Grid Voltage
2025-06-11,Bibiana-II 341 MW CCPP (Summit),IPP,1*222+1*119,341.0,341.0,320.0,7600000.0,FGMO
2025-06-11,Bibiyana South 400 MW,PDB,1*400,400.0,383.0,320.0,7666400.0,FGMO OFF
2025-06-11,Bibiyana-III 400 MW CCPP,PDB,285*1+134*1,419.0,400.0,390.0,8892000.0,FGMO Activated
2025-06-11,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,94.0,2096640.0,-
2025-06-11,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,50.0,1452620.0,-
2025-06-11,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,136.0,2711040.0,-
2025-06-11,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,0.0,0.0,-
2025-06-11,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,0.0,0.0,-
2025-06-11,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,Gas shortage
2025-06-11,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,48.0,515760.0,Liquid fuel Shortage
2025-06-11,Confidence Power Bogura Unit-1 113 MW,IPP,6*18.55,111.3,113.0,0.0,0.0,-
2025-06-11,Cox's Bazar Wind,PDB,22*3,66.0,60.0,16.0,190560.0,-
2025-06-11,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,15.0,281820.0,-
2025-06-11,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,102.0,50.0,562182.0,-
2025-06-11,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,115.0,1782766.0,-
2025-06-11,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,54.0,0.0,0.0,-
2025-06-11,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,90.0,33.0,773000.0,-
2025-06-11,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,30.0,675240.0,-
2025-06-11,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,113.0,2389440.0,-
2025-06-11,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,0.0,0.0,Liquid fuel shortage
2025-06-11,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,17.0,98880.0,Fuel Oil (HFO) Shortage
2025-06-11,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.194,8.0,58080.0,-
2025-06-11,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,120.0,2835700.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-06-11,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2025-06-11,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,240.0,120.0,2772812.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-06-11,Ghorasal TPP Unit-5,PDB,1*210,210.0,190.0,0.0,0.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-06-11,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,97.7,0.0,0.0,-
2025-06-11,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,109.0,0.0,0.0,-
2025-06-11,HVDC(Nepal),Import,1*40,40.0,0.0,0.0,0.0,-
2025-06-11,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,0.0,0.0,0.0,Contract Expired
2025-06-11,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,400.75,363.0,8607600.0,-
2025-06-11,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,machine problem
2025-06-11,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,40.0,206330.0,machine problem
2025-06-11,Import (Tripura),Import,0,0.0,160.0,32.0,807360.0,-
2025-06-11,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,203616.0,-
2025-06-11,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,0.0,320.0,7711640.0,-
2025-06-11,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,81.0,733200.0,-
2025-06-11,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,24.0,577224.0,-
2025-06-11,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,-
2025-06-11,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,88.0,871680.0,-
2025-06-11,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,0.0,960.0,-
2025-06-11,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,53.97,0.0,21240.0,-
2025-06-11,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,55.0,0.0,0.0,-
2025-06-11,Kaptai 7 MW Solar PP,PDB,0,0.0,6.0,0.0,22438.0,-
2025-06-11,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,167.0,3995900.0,-
2025-06-11,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,17.0,210762.0,-
2025-06-11,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,One Engine is under maintenance
2025-06-11,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2025-06-11,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,-
2025-06-11,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,16.0,105264.0,-
2025-06-11,Kodda 150 MW PP B-R,PDB-RPCL,9*17.06,153.54,149.36,0.0,0.0,-
2025-06-11,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,0.0,0.0,-
2025-06-11,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,152.0,3451254.54,FGMO
2025-06-11,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,0.0,0.0,-
2025-06-11,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,-
2025-06-11,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,42.0,42.0,980160.0,-
2025-06-11,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,0.0,0.0,-
2025-06-11,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,0.0,27360.0,-
2025-06-11,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1150.0,0.0,0.0,U1 S/D 25/Mar/25 & U2 S/D 06/06/25(NLDC request)
2025-06-11,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,32.0,216960.0,Liquid fuel shortage
2025-06-11,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,420.0,8664000.0,-
2025-06-11,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,141.0,3368204.0,FGMO
2025-06-11,Meghnaghat CCPP(Summit)-2,IPP,1*409+1*202,611.0,583.0,540.0,11484553.0,-
2025-06-11,Mirsharai 150 MW,IPP,18.5*9,166.5,159.86,0.0,0.0,-
2025-06-11,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,683280.0,-
2025-06-11,Mymensingh 200 MW PP (United),IPP,9.78*21,205.38,200.0,139.0,1435200.0,-
2025-06-11,Nababganj 55 MW PP (Southern power ),IPP,19.3*3,57.9,55.0,0.0,0.0,-
2025-06-11,Natore 52 MW PP (Rajlanka),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2025-06-11,Pabna Solar 100 MW,IPP,0,0.0,100.0,0.0,803621.0,-
2025-06-11,Patenga 50MW PP (Baraka),IPP,8*6.98,55.84,50.0,0.0,0.0,-
2025-06-11,Patuakhali 1320 MW (RNPL),RNPL,660*2,1320.0,0.0,0.0,0.0,-
2025-06-11,Payra 1320 MW,BCPCL,2*622,1244.0,1244.0,1100.0,18832000.0,FGMO
2025-06-11,RPCL 210MW CCPP,RPCL,4*35+1*70,210.0,210.0,136.0,3365760.0,Low gas pressure
2025-06-11,Rampal 1320 MW (BIFPCL),PDB,660*2,1320.0,1234.2,1225.0,21207270.0,-
2025-06-11,Rangpur 113 MW PP (Confidence),IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,106.0,1939584.0,-
2025-06-11,Rangpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-06-11,Raozan 25 MW PP,IPP,3*8.9,26.7,25.5,8.0,105476.4,-
2025-06-11,Rupsha 105 MW PP (Orion rupsha),IPP,6*18.445,110.67,105.0,17.0,162240.0,-
2025-06-11,SS Power,IPP,2*660,1320.0,1224.0,1141.0,20689089.0,-
2025-06-11,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2025-06-11,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,-
2025-06-11,Sarishabari 3 MW Solar Plant,IPP,0,0.0,2.71,0.0,16800.0,-
2025-06-11,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,8.0,172512.0,-
2025-06-11,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,machine problem
2025-06-11,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,81.0,1913280.0,01 engine maintenance
2025-06-11,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.0,30.0,712032.0,-
2025-06-11,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Under Maintenance
2025-06-11,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,0.0,0.0,Gas shortage
2025-06-11,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,210.0,0.0,0.0,Gas shortage+ internal problem at TITAS RMS
2025-06-11,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,115.0,0.0,0.0,Under Major Overhauling
2025-06-11,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,17.0,224145.0,Bill delay
2025-06-11,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,149.0,3133716.0,-
2025-06-11,Sikalbaha Peaking GT,PDB,1*150,150.0,150.0,0.0,0.0,-
2025-06-11,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,422248.0,-
2025-06-11,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,174.0,4106545.0,FGMO
2025-06-11,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,191.0,4643455.0,FGMO
2025-06-11,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,190.0,4656918.0,FGMO
2025-06-11,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,413.79,408.0,9181600.0,FGMO
2025-06-11,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,38340.0,-
2025-06-11,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,529209.0,-
2025-06-11,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,224532.0,-
2025-06-11,Sreepur 150 MW PP,PDB-RPCL,9*18,162.0,160.0,90.0,1263600.0,-
2025-06-11,Summit Power Ashulia,IPP,0,0.0,33.75,12.0,265200.0,-
2025-06-11,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,19.0,207360.0,-
2025-06-11,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,395060.0,-
2025-06-11,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,16.0,183000.0,-
2025-06-11,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,231.0,0.0,0.0,Under Maintenance
2025-06-11,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,29260.92,-
2025-06-11,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,10.0,56640.0,From 00:00 to 24:00 hr. will be dispatching 12 MW
2025-06-11,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,1404000.0,-
2025-06-11,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,78030.0,-
2025-06-11,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,52.0,0.0,524448.0,machine problem
2025-06-11,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Under Maintenance of Exciter
2025-06-11,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,520.0,11179090.91,None
2025-06-11,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,0.0,0.0,-
2025-06-12,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1435.88,757.91,15597035.0,-
2025-06-12,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,0.0,0.0,-
2025-06-12,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,0.0,0.0,-
2025-06-12,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,0.0,0.0,-
2025-06-12,Ashuganj 195 MW PP (APSCL-United),IPP,20X9.73+1X16,210.6,195.0,185.0,4031273.0,-
2025-06-12,Ashuganj 420 MW CCPP(East),APSCL,284*1+116*1,400.0,393.0,0.0,0.0,machine problem
2025-06-12,Ashuganj 450 MW CCPP(North),APSCL,1*360,360.0,353.35,341.0,8307100.0,-
2025-06-12,Ashuganj 450 MW CCPP(South),APSCL,1*360,360.0,356.56,335.0,8040000.0,-
2025-06-12,Ashuganj 51 MW PP (Midland),IPP,6X9.34,56.04,51.0,51.0,1180584.0,-
2025-06-12,Ashuganj 55 MW PP (Precision),QRPP,15*4,60.0,55.0,41.0,1056480.0,-
2025-06-12,Ashuganj CCPP 225 MW,APSCL,1X142+1X75,217.0,221.43,195.0,4928000.0,FGMO
2025-06-12,Ashuganj TSK 50 MW PP,APSCL,14*3.96,55.44,46.701,14.0,361152.0,Machine Problem
2025-06-12,Baghabari 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Machine Under Maintenance
2025-06-12,Baghabari 50 MW Peaking PP,PDB,6*8.9,53.4,52.0,0.0,0.0,-
2025-06-12,Baghabari 71 MW GTPP,PDB,1X71,71.0,70.0,0.0,0.0,Gas shortage
2025-06-12,Bagura 113 MW PP (Confidence)-2,IPP,6*18.55+7.2,111.3,113.0,110.0,557280.0,-
2025-06-12,Barapukuria 275 MW TPP Unit-3,PDB,1*275,275.0,274.0,190.0,4559000.0,Machine Problem
2025-06-12,Barapukuria TPP Unit-1 & 2,PDB,1*125+1*125,250.0,170.0,47.0,1114036.0,Partial Shutdown due to maintenance
2025-06-12,Barisal 1 MW Solar Plant,IPP,0,0.0,1.0,0.0,4543.0,-
2025-06-12,Barisal 110 MW PP (Summit ),IPP,7X17.076,119.532,110.0,0.0,0.0,-
2025-06-12,Barisal 307 MW,BCPCL,307X1,307.0,307.0,278.0,5345000.0,-
2025-06-12,Bera 70 MW Peaking PP,PDB,9*8.29,74.61,71.0,0.0,0.0,-
2025-06-12,Bhairob 54.5 MW,IPP,3*18.2,54.6,54.5,54.0,482040.0,-
2025-06-12,Bheramara (HVDC ),Import,2X500,1000.0,1000.0,827.0,21087273.0,-
2025-06-12,Bheramara 410 MW CCPP,NWPGCL,1X278+1X132,410.0,410.0,362.0,8525376.0,Gas shortage
2025-06-12,Bheramara GTPP Unit-3,PDB,1X20,20.0,16.0,0.0,0.0,Contract Expired
2025-06-12,Bhola 225 MW CCPP,PDB,2X63+1X68,194.0,194.0,108.0,2812000.0,Partial Shutdown of STG
2025-06-12,Bhola 33 MW PP (Venture),NENP,1X34.50,34.5,10.0,11.0,241390.0,-
2025-06-12,Bhola Nutan Biddut BD LTD,IPP,2*75+1*75,225.0,220.0,215.0,5343640.0,MVAR Subjected to Grid Voltage
2025-06-12,Bibiana-II 341 MW CCPP (Summit),IPP,1*222+1*119,341.0,341.0,305.0,7529500.0,FGMO
2025-06-12,Bibiyana South 400 MW,PDB,1*400,400.0,383.0,320.0,7686800.0,-
2025-06-12,Bibiyana-III 400 MW CCPP,PDB,285*1+134*1,419.0,400.0,320.0,8849000.0,FGMO Activated
2025-06-12,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,94.0,2101440.0,-
2025-06-12,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,80.0,1906590.0,-
2025-06-12,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,180.0,3281280.0,-
2025-06-12,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,0.0,0.0,-
2025-06-12,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,0.0,0.0,-
2025-06-12,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,"Unit #1 Under Maintenance, Unit#2 Gas Shortage"
2025-06-12,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,36.0,480480.0,Liquid fuel Shortage
2025-06-12,Confidence Power Bogura Unit-1 113 MW,IPP,6*18.55,111.3,113.0,35.0,176352.0,-
2025-06-12,Cox's Bazar Wind,PDB,22*3,66.0,60.0,0.0,164640.0,-
2025-06-12,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,19.0,422090.0,-
2025-06-12,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,102.0,66.0,696679.0,-
2025-06-12,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,115.0,1858380.0,-
2025-06-12,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,54.0,0.0,0.0,-
2025-06-12,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,90.0,33.0,788000.0,-
2025-06-12,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,30.0,660600.0,-
2025-06-12,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,107.0,2224140.0,-
2025-06-12,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,0.0,0.0,Liquid fuel shortage
2025-06-12,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,80.0,573120.0,-
2025-06-12,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.194,24.0,135360.0,-
2025-06-12,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,120.0,2888200.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-06-12,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2025-06-12,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,240.0,120.0,2893563.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-06-12,Ghorasal TPP Unit-5,PDB,1*210,210.0,190.0,0.0,0.0,"Allocation limit by Titas, instructed by DS(Gen)"
2025-06-12,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,97.7,0.0,0.0,Fault at Interconnection Facility(EIF)
2025-06-12,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,109.0,0.0,0.0,-
2025-06-12,HVDC(Nepal),Import,1*40,40.0,0.0,0.0,0.0,-
2025-06-12,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,0.0,0.0,0.0,Contract Expired
2025-06-12,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,400.75,323.0,8607600.0,-
2025-06-12,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,machine problem
2025-06-12,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,0.0,222248.0,machine problem
2025-06-12,Import (Tripura),Import,0,0.0,160.0,46.0,882240.0,-
2025-06-12,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,187011.0,-
2025-06-12,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,0.0,322.0,7916060.0,-
2025-06-12,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,73.0,1328400.0,-
2025-06-12,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,52.2,671299.0,-
2025-06-12,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.36,0.0,0.0,-
2025-06-12,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,100.0,1416960.0,-
