date,plant,producer,units,installed_mw,present_mw,peak_mw,energy_kwh,remarks
2025-01-01,Bheramara (HVDC ),Import,2X500,1000.0,1000.0,627.0,19324363.0,Default availability set by nldc
2025-01-01,Bheramara 410 MW CCPP,NWPGCL,1X278+1X132,410.0,410.0,283.0,6733440.0,Gas shortage
2025-01-01,Bheramara GTPP Unit-3,PDB,1X20,20.0,16.0,0.0,0.0,Default availability set by nldc
2025-01-01,Bhola 225 MW CCPP,PDB,2X63+1X68,194.0,194.0,130.0,2804000.0,Partial Shutdown of STG
2025-01-01,Bhola 33 MW PP (Venture),NENP,1X34.50,34.5,40.0,7.0,54632.0,Default availability set by nldc
2025-01-01,Bhola Nutan Biddut BD LTD,IPP,2*110,220.0,220.0,220.0,5310980.0,MVAR Subjected to Grid Voltage
2025-01-01,Bibiana-II 341 MW CCPP (Summit),IPP,1*222+1*119,341.0,341.0,0.0,2575560.0,FGMO
2025-01-01,Bibiyana South 400 MW,PDB,1*400,400.0,383.0,300.0,6509500.0,-
2025-01-01,Bibiyana-III 400 MW CCPP,PDB,285*1+134*1,419.0,400.0,343.0,8123000.0,FGMO not available
2025-01-01,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,30.0,83520.0,-
2025-01-01,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,20.0,780370.0,Default availability set by nldc
2025-01-01,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,17.0,27840.0,Default availability set by nldc
2025-01-01,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,92.0,301376.0,-
2025-01-01,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,8.0,10560.0,Liquid fuel shortage
2025-01-01,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,Default availability set by nldc
2025-01-01,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,42.0,456960.0,-
2025-01-01,Confidence Power Bogura Unit-1 113 MW,IPP,6*18.55,111.3,113.0,0.0,0.0,Liquid fuel shortage
2025-01-01,Cox's Bazar Wind,PDB,0,0.0,66.0,8.0,305280.0,Default availability set by nldc
2025-01-01,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,5.0,247860.0,Machine Under Maintenance
2025-01-01,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,102.0,35.0,95032.0,Default availability set by nldc
2025-01-01,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,34.0,55349.0,Default availability set by nldc
2025-01-01,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,54.0,29.0,17280.0,-
2025-01-01,Fenchuganj 44MW (Energyprima),NENP,12*3.3+5*2,49.6,50.0,0.0,11232.0,-
2025-01-01,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,70.0,0.0,231000.0,Default availability set by nldc
2025-01-01,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,0.0,0.0,Default availability set by nldc
2025-01-01,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,Default availability set by nldc
2025-01-01,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,0.0,8064.0,Default availability set by nldc
2025-01-01,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,105.0,1024176.0,-
2025-01-01,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.0,34.0,241685.0,Liquid fuel shortage
2025-01-01,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,0.0,0.0,-
2025-01-01,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2025-01-01,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,234.58,0.0,0.0,-
2025-01-01,Ghorasal TPP Unit-5,PDB,1*210,210.0,190.0,0.0,0.0,Default availability set by nldc
2025-01-01,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,108.0,0.0,0.0,"Demand ""0"" due to gas shortage"
2025-01-01,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,109.0,5.0,2432.0,-
2025-01-01,HVDC(Nepal),Import,1*40,40.0,40.0,0.0,0.0,Default availability set by nldc
2025-01-01,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,360.0,0.0,0.0,-
2025-01-01,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,412.0,291.0,6904800.0,-
2025-01-01,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,Default availability set by nldc
2025-01-01,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,40.0,54174.0,machine problem
2025-01-01,Hobiganj 11MW PP Cofidence-E,"SIPP,REB",4*2.90,11.6,11.0,2.0,57024.0,Default availability set by nldc
2025-01-01,Import (Tripura),Import,0,0.0,160.0,54.0,1161600.0,Default availability set by nldc
2025-01-01,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,34316.0,Default availability set by nldc
2025-01-01,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,718.0,0.0,0.0,Default availability set by nldc
2025-01-01,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,18.0,908400.0,-
2025-01-01,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,8.0,16541.0,Default availability set by nldc
2025-01-01,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.36,18.0,163103.0,Default availability set by nldc
2025-01-01,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,12.0,11520.0,Default availability set by nldc
2025-01-01,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,12.0,45120.0,Default availability set by nldc
2025-01-01,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,54.0,17.0,27072.0,-
2025-01-01,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,36.09,17.0,196560.0,Alternator-03 under maintenace
2025-01-01,Kaptai 7 MW Solar PP,PDB,0,0.0,7.0,0.0,20641.0,Default availability set by nldc
2025-01-01,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,40.0,789000.0,Default availability set by nldc
2025-01-01,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,12.0,31780.0,Default availability set by nldc
2025-01-01,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,33.0,29491.0,-
2025-01-01,Katpotti 52 MW PP (Sinha),IPP,7*7.9,55.3,0.0,0.0,0.0,Liquid fuel shortage
2025-01-01,Keraniganj 100 MW PP (Powerpac),QRPP,8*13.45,107.6,20.0,0.0,0.0,Default availability set by nldc
2025-01-01,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,Default availability set by nldc
2025-01-01,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,Default availability set by nldc
2025-01-01,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,0.0,23328.0,Default availability set by nldc
2025-01-01,Kodda 150 MW PP B-R,PDB-RPCL,9*17.06,153.54,149.0,32.0,72000.0,Default availability set by nldc
2025-01-01,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,0.0,0.0,Default availability set by nldc
2025-01-01,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,163.0,3705300.0,Default availability set by nldc
2025-01-01,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,0.0,0.0,Default availability set by nldc
2025-01-01,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,Liquid fuel shortage
2025-01-01,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,33.0,31.0,761760.0,Default availability set by nldc
2025-01-01,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,17.0,27176.0,Default availability set by nldc
2025-01-01,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,72.0,172800.0,Default availability set by nldc
2025-01-01,Maona 33 MW PP(Summit),IPP,4*8.73,34.92,33.0,25.0,534960.0,Default availability set by nldc
2025-01-01,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1150.0,575.0,12181818.18,U1 S/D 09/Oct/24 (Maintenance Work)
2025-01-01,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,8.0,7296.0,Liquid fuel shortage
2025-01-01,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,450.0,9459000.0,-
2025-01-01,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,0.0,0.0,-
2025-01-01,Meghnaghat CCPP(Summit)-2,IPP,0,0.0,583.0,0.0,0.0,Gas shortage
2025-01-01,Mirsharai 150 MW,IPP,18.5*9,166.5,159.86,72.0,81963.0,-
2025-01-01,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,418320.0,Default availability set by nldc
2025-01-01,Mymensingh 200 MW PP (United),IPP,9.78*21,205.38,200.0,94.0,768000.0,-
2025-01-01,Nababganj 55 MW PP (Southern power ),IPP,19.3*3,57.9,55.0,17.0,52861.0,Default availability set by nldc
2025-01-01,Natore 52 MW PP (Rajlanka),IPP,6*8.92,53.52,52.0,0.0,0.0,-
2025-01-01,Pabna Solar 100 MW,IPP,0,0.0,100.0,0.0,523740.0,Default availability set by nldc
2025-01-01,Patenga 50MW PP (Baraka),IPP,8*6.98,55.84,50.0,30.0,161760.0,Default availability set by nldc
2025-01-01,Payra 1320 MW,BCPCL,2*622,1244.0,1244.0,510.0,11282909.09,Partial Shutdown due to maintenance
2025-01-01,RPCL 210MW CCPP,RPCL,4*35+1*70,210.0,210.0,0.0,41280.0,Low gas pressure
2025-01-01,Rampal 1320 MW (BIFPCL),PDB,660*2,1320.0,1234.0,1103.0,23585450.0,-
2025-01-01,Rangpur 113 MW PP (Confidence),IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,0.0,0.0,-
2025-01-01,Rangpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,Default availability set by nldc
2025-01-01,Raozan 25 MW PP,IPP,3*8.9,26.7,25.0,2.0,3106.8,-
2025-01-01,Rupganj 33 MW PP(Summit),IPP,4*8.73,34.92,33.0,24.0,591900.0,Default availability set by nldc
2025-01-01,Rupsha 105 MW PP (Orion rupsha),IPP,6*18.445,110.67,105.0,0.0,0.0,Liquid fuel shortage
2025-01-01,SS Power,IPP,2*660,1320.0,1320.0,598.0,11083635.0,Partial Shutdown due to maintenance
2025-01-01,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,Default availability set by nldc
2025-01-01,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,22.0,24226.0,Default availability set by nldc
2025-01-01,Sarishabari 3 MW Solar Plant,IPP,0,0.0,3.0,0.0,2750.0,Default availability set by nldc
2025-01-01,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,0.0,122832.0,Default availability set by nldc
2025-01-01,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Default availability set by nldc
2025-01-01,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,42.0,707520.0,-
2025-01-01,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.0,0.0,161376.0,Default availability set by nldc
2025-01-01,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Default availability set by nldc
2025-01-01,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,0.0,1483292.0,-
2025-01-01,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,210.0,0.0,0.0,-
2025-01-01,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,115.0,0.0,0.0,Under Major Overhauling
2025-01-01,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,17.0,35963.0,Bill delay and high diff. of USD exchange rate
2025-01-01,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,226.0,5261585.0,Default availability set by nldc
2025-01-01,Sikalbaha Peaking GT,PDB,1*150,150.0,150.0,0.0,0.0,Generator Problem
2025-01-01,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,124504.0,Default availability set by nldc
2025-01-01,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,159.0,3910000.0,Gas shortage
2025-01-01,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,188.0,4187036.0,Gas shortage
2025-01-01,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,190.0,4369273.0,Gas shortage
2025-01-01,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,414.0,0.0,0.0,Default availability set by nldc
2025-01-01,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,11460.0,Default availability set by nldc
2025-01-01,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,187764.0,Default availability set by nldc
2025-01-01,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,154804.0,Default availability set by nldc
2025-01-01,Sreepur 150 MW PP,PDB-RPCL,9*18,162.0,150.0,0.0,0.0,Default availability set by nldc
2025-01-01,Summit Power Ashulia,IPP,0,0.0,33.75,19.0,399000.0,Low gas pressure
2025-01-01,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,22.0,528480.0,Default availability set by nldc
2025-01-01,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,101630.0,Default availability set by nldc
2025-01-01,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,Default availability set by nldc
2025-01-01,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,231.0,206.0,5236790.0,Default availability set by nldc
2025-01-01,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,7371.72,Default availability set by nldc
2025-01-01,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,22.0,144720.0,Ready to Dispatch as per NLDC Demand.
2025-01-01,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,205130.0,Default availability set by nldc
2025-01-01,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,112995.0,Default availability set by nldc
2025-01-01,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,52.0,24.0,26288.0,machine problem
2025-01-01,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Default availability set by nldc
2025-01-01,Ullapara 11 MW PP (Summit),"SIPP,REB",4*2.90,11.6,11.0,8.5,149364.0,Partial Shutdown due to maintenance
2025-01-01,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,160.0,3663636.0,Machine Problem
2025-01-01,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,45.0,204000.0,-
2025-01-02,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1347.54,757.96,14433308.0,Default availability set by nldc
2025-01-02,Amnura 50 MW PP(Sinha),QRPP,7*7.79,54.53,35.09,0.0,0.0,Default availability set by nldc
2025-01-02,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,35.0,205745.0,Liquid fuel shortage
2025-01-02,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,80.0,341236.0,-
2025-01-02,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,70.0,282690.0,Default availability set by nldc
2025-01-02,Ashuganj 195 MW PP (APSCL-United),IPP,20X9.73+1X16,210.6,195.0,189.0,3378909.0,-
2025-01-02,Ashuganj 420 MW CCPP(East),APSCL,284*1+116*1,400.0,400.0,0.0,0.0,-
2025-01-02,Ashuganj 450 MW CCPP(North),APSCL,1*360,360.0,356.15,350.0,7850200.0,FGMO
2025-01-02,Ashuganj 450 MW CCPP(South),APSCL,1*360,360.0,360.0,0.0,0.0,-
2025-01-02,Ashuganj 50 MW PP,APSCL,14*3.96,55.44,45.0,33.0,788400.0,-
2025-01-02,Ashuganj 51 MW PP (Midland),IPP,6X9.34,56.04,51.0,51.0,1233014.0,Default availability set by nldc
2025-01-02,Ashuganj 55 MW PP (Precision),QRPP,15*4,60.0,55.0,28.0,564960.0,-
2025-01-02,Ashuganj CCPP 225 MW,APSCL,1X142+1X75,217.0,221.0,198.0,4726000.0,FGMO
2025-01-02,Baghabari 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Default availability set by nldc
2025-01-02,Baghabari 50 MW Peaking PP,PDB,6*8.9,53.4,52.0,0.0,0.0,Default availability set by nldc
2025-01-02,Baghabari 71 MW GTPP,PDB,1X71,71.0,71.0,0.0,0.0,Default availability set by nldc
2025-01-02,Bagura 113 MW PP (Confidence)-2,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,-
2025-01-02,Barapukuria 275 MW TPP Unit-3,PDB,1*275,275.0,274.0,205.0,4886000.0,machine problem
2025-01-02,Barapukuria TPP Unit-1 & 2,PDB,1*125+1*125,250.0,170.0,76.0,1796509.0,Machine Problem
2025-01-02,Barisal 1 MW Solar Plant,IPP,0,0.0,1.0,0.0,1169.0,Default availability set by nldc
2025-01-02,Barisal 110 MW PP (Summit ),IPP,7X17.076,119.532,110.0,0.0,0.0,Default availability set by nldc
2025-01-02,Barisal 307 MW,BCPCL,307X1,307.0,307.0,307.0,5957000.0,-
2025-01-02,Bera 70 MW Peaking PP,PDB,9*8.29,74.61,71.0,0.0,0.0,Default availability set by nldc
2025-01-02,Bhairob 54.5 MW,IPP,3*18.2,54.6,54.5,17.0,77040.0,-
2025-01-02,Bheramara (HVDC ),Import,2X500,1000.0,1000.0,626.0,19122909.0,-
2025-01-02,Bheramara 410 MW CCPP,NWPGCL,1X278+1X132,410.0,410.0,225.0,6342336.0,Gas shortage
2025-01-02,Bheramara GTPP Unit-3,PDB,1X20,20.0,16.0,0.0,0.0,Default availability set by nldc
2025-01-02,Bhola 225 MW CCPP,PDB,2X63+1X68,194.0,194.0,141.0,3010000.0,Partial Shutdown of STG
2025-01-02,Bhola 33 MW PP (Venture),NENP,1X34.50,34.5,40.0,7.0,135134.0,Default availability set by nldc
2025-01-02,Bhola Nutan Biddut BD LTD,IPP,2*110,220.0,220.0,220.0,5260840.0,Subjected to Grid Voltage
2025-01-02,Bibiana-II 341 MW CCPP (Summit),IPP,1*222+1*119,341.0,341.0,0.0,0.0,FGMO
2025-01-02,Bibiyana South 400 MW,PDB,1*400,400.0,383.0,310.0,6922400.0,air intake filter DP higher due to Fog
2025-01-02,Bibiyana-III 400 MW CCPP,PDB,285*1+134*1,419.0,400.0,381.0,8813000.0,FGMO not available
2025-01-02,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,25.0,105600.0,-
2025-01-02,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,0.0,0.0,Default availability set by nldc
2025-01-02,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,0.0,0.0,Default availability set by nldc
2025-01-02,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,70.0,270400.0,-
2025-01-02,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,10.0,18240.0,Liquid fuel shortage
2025-01-02,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,Both units are under maintenance
2025-01-02,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,106.0,796320.0,-
2025-01-02,Confidence Power Bogura Unit-1 113 MW,IPP,6*18.55,111.3,113.0,0.0,0.0,Liquid fuel shortage
2025-01-02,Cox's Bazar Wind,PDB,0,0.0,66.0,13.0,184320.0,Default availability set by nldc
2025-01-02,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,8.0,387480.0,Machine Under Maintenance
2025-01-02,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,102.0,0.0,0.0,-
2025-01-02,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,35.0,357387.0,Default availability set by nldc
2025-01-02,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,54.0,0.0,0.0,-
2025-01-02,Fenchuganj 44MW (Energyprima),NENP,12*3.3+5*2,49.6,50.0,0.0,0.0,-
2025-01-02,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,70.0,0.0,0.0,Default availability set by nldc
2025-01-02,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,0.0,0.0,Default availability set by nldc
2025-01-02,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,Default availability set by nldc
2025-01-02,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,0.0,0.0,Default availability set by nldc
2025-01-02,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,70.0,884160.0,-
2025-01-02,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.0,34.0,326400.0,-
2025-01-02,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,0.0,0.0,-
2025-01-02,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2025-01-02,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,234.58,0.0,0.0,-
2025-01-02,Ghorasal TPP Unit-5,PDB,1*210,210.0,190.0,0.0,0.0,Default availability set by nldc
2025-01-02,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,108.0,0.0,0.0,"Demand ""0"" due to gas shortage"
2025-01-02,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,109.0,0.0,0.0,-
2025-01-02,HVDC(Nepal),Import,1*40,40.0,40.0,0.0,0.0,Default availability set by nldc
2025-01-02,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,360.0,0.0,0.0,-
2025-01-02,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,412.0,286.0,6818400.0,-
2025-01-02,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,Default availability set by nldc
2025-01-02,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,0.0,64560.0,machine problem
2025-01-02,Hobiganj 11MW PP Cofidence-E,"SIPP,REB",4*2.90,11.6,11.0,2.0,57216.0,Default availability set by nldc
2025-01-02,Import (Tripura),Import,0,0.0,160.0,58.0,1198080.0,-
2025-01-02,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,63767.0,Default availability set by nldc
2025-01-02,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,718.0,0.0,0.0,Default availability set by nldc
2025-01-02,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,75.0,682800.0,-
2025-01-02,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,0.0,0.0,Default availability set by nldc
2025-01-02,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.36,54.36,303917.0,Default availability set by nldc
2025-01-02,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,12.0,53760.0,Default availability set by nldc
2025-01-02,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,24.0,73920.0,Default availability set by nldc
2025-01-02,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,54.0,27.0,70164.0,-
2025-01-02,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,36.09,17.0,436320.0,Alternator-03 under maintenace
2025-01-02,Kaptai 7 MW Solar PP,PDB,0,0.0,7.0,0.0,11520.0,Default availability set by nldc
2025-01-02,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,40.0,904320.0,Default availability set by nldc
2025-01-02,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,0.0,27600.0,Default availability set by nldc
2025-01-02,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,Default availability set by nldc
2025-01-02,Katpotti 52 MW PP (Sinha),IPP,7*7.9,55.3,0.0,0.0,0.0,-
2025-01-02,Keraniganj 100 MW PP (Powerpac),QRPP,8*13.45,107.6,20.0,0.0,0.0,-
2025-01-02,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2025-01-02,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,Default availability set by nldc
2025-01-02,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,23.0,180576.0,Default availability set by nldc
2025-01-02,Kodda 150 MW PP B-R,PDB-RPCL,9*17.06,153.54,149.0,16.0,259200.0,Default availability set by nldc
