date,plant,producer,units,installed_mw,present_mw,peak_mw,energy_kwh,remarks
2026-01-01,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,0.0,0.0,-
2026-01-01,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,109.0,2081083.0,Gas shortage
2026-01-01,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,0.0,0.0,-
2026-01-01,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,0.0,0.0,Liquid fuel shortage
2026-01-01,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,0.0,0.0,-
2026-01-01,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,"Unit #1 Under Maintenance, Unit#2 Gas Shortage"
2026-01-01,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,0.0,0.0,Liquid fuel Shortage
2026-01-01,Cox's Bazar Wind,PDB,22*3,66.0,60.0,6.0,334080.0,-
2026-01-01,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,11.0,236630.0,Machine Under Maintenance
2026-01-01,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,102.0,0.0,0.0,-
2026-01-01,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,35.0,65316.0,-
2026-01-01,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,54.0,0.0,0.0,-
2026-01-01,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,90.0,41.0,966000.0,Machine Problem
2026-01-01,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,50.0,1086600.0,Machine Problem
2026-01-01,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,-
2026-01-01,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,67.0,468576.0,-
2026-01-01,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,0.0,0.0,-
2026-01-01,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.194,0.0,0.0,-
2026-01-01,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,0.0,0.0,Gas shortage
2026-01-01,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2026-01-01,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,240.0,0.0,0.0,Gas shortage
2026-01-01,Ghorasal TPP Unit-5,PDB,1*210,210.0,190.0,0.0,0.0,Gas shortage
2026-01-01,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,97.7,0.0,0.0,Gas shortage
2026-01-01,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,109.0,0.0,0.0,Engine Problem
2026-01-01,HVDC(Nepal),Import,1*40,40.0,40.0,0.0,0.0,-
2026-01-01,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,0.0,0.0,0.0,Contract Expired
2026-01-01,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,412.0,366.0,7952400.0,"FGMO, Gas Shortage"
2026-01-01,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,-
2026-01-01,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,0.0,0.0,machine problem
2026-01-01,Import (Tripura),Import,0,0.0,160.0,100.0,1927680.0,-
2026-01-01,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,150687.0,-
2026-01-01,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,718.0,0.0,0.0,Gas shortage
2026-01-01,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,19.0,382800.0,-
2026-01-01,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2026-01-01,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.363,0.0,0.0,-
2026-01-01,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,0.0,0.0,-
2026-01-01,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,0.0,0.0,-
2026-01-01,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,53.97,33.7,186516.0,-
2026-01-01,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,55.0,0.0,0.0,-
2026-01-01,Kaptai 7 MW Solar PP,PDB,0,0.0,6.0,0.0,17563.0,-
2026-01-01,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,46.0,1100700.0,-
2026-01-01,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,0.0,0.0,-
2026-01-01,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,Two engines are under maintenance
2026-01-01,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2026-01-01,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,-
2026-01-01,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,17.0,188928.0,-
2026-01-01,Kodda 150 MW PP BRPL,PDB-RPCL,9*17.06,153.54,149.36,0.0,0.0,-
2026-01-01,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,0.0,0.0,-
2026-01-01,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,0.0,530673.0,FGMO
2026-01-01,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,15.0,47016.0,-
2026-01-01,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,Liquid fuel shortage
2026-01-01,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,42.0,35.0,567360.0,-
2026-01-01,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,0.0,0.0,-
2026-01-01,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,0.0,0.0,-
2026-01-01,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1150.0,745.0,16160000.0,Machine Problem
2026-01-01,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,0.0,0.0,-
2026-01-01,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,0.0,0.0,Gas shortage
2026-01-01,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,0.0,0.0,Gas shortage
2026-01-01,Meghnaghat CCPP(Summit)-2,IPP,1*409+1*202,611.0,583.0,390.0,8925001.0,FGMO
2026-01-01,Mirsharai 150 MW BRPL,IPP,18.5*9,166.5,163.0,0.0,0.0,-
2026-01-01,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,481680.0,-
2026-01-01,Moulvibazar 10 MW Solar Power Plant,IPP,1*10,10.0,0.0,0.0,16540.0,-
2026-01-01,Mymensingh 200 MW PP (United),IPP,9.78*21,205.38,200.0,57.0,602400.0,"Avil100%,NEO cut for BPDB late pay PPA Sec.13.2(j)"
2026-01-01,Nababganj 55 MW PP (Southern power ),IPP,19.3*3,57.9,55.0,17.0,145710.0,-
2026-01-01,Natore 52 MW PP (Rajlanka),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2026-01-01,Pabna 64 MW Solar Plant,PDB,11*6.6,72.6,64.0,0.0,294076.0,Contract Expired
2026-01-01,Pabna Solar 100 MW,IPP,0,0.0,100.0,0.0,566800.0,-
2026-01-01,Patenga 50MW PP (Baraka),IPP,8*6.98,55.84,50.0,0.0,0.0,-
2026-01-01,Patuakhali 1320 MW (RNPL),RNPL,660*2,1320.0,622.0,345.0,7047272.0,-
2026-01-01,Payra 1320 MW,BCPCL,2*622,1244.0,1085.32,455.0,9798545.46,FGMO
2026-01-01,RPCL 210MW CCPP,RPCL,4*35+1*70,210.0,210.0,166.0,3312960.0,Low gas pressure
2026-01-01,Rampal 1320 MW (BIFPCL),PDB,660*2,1320.0,1148.28,900.0,20072726.0,"FGMO, plant availability zero"
2026-01-01,Rangpur 113 MW PP (Confidence),IPP,9*6.984+7*7.015+3.15*2,118.261,113.0,0.0,0.0,-
2026-01-01,Rangpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2026-01-01,Raozan 25 MW PP,IPP,3*8.9,26.7,25.5,0.0,0.0,-
2026-01-01,Rupsha 105 MW PP (Orion rupsha),IPP,6*18.445,110.67,105.0,0.0,0.0,Liquid fuel shortage
2026-01-01,SS Power,IPP,2*660,1320.0,1224.0,1150.0,20034543.0,FGMO
2026-01-01,Saidpur 150 MW Simple Cycle Power Plant,PDB,1*150,150.0,162.443,0.0,0.0,-
2026-01-01,Saidpur 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2026-01-01,Santahar 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,-
2026-01-01,Sarishabari 3 MW Solar Plant,IPP,0,0.0,2.71,0.0,9200.0,-
2026-01-01,Shahjahanulla 25 MW PP,"SIPP,REB",3*9.34,28.02,25.0,17.0,299424.0,-
2026-01-01,Shahjibazar 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,machine problem
2026-01-01,Shahjibazar 86MW PP (Shahjibazar),RPP,32*2.90,92.8,86.0,81.0,1311360.0,Machine Problem
2026-01-01,Shahjibazar GTPP Unit- 8 & 9,PDB,2*35,70.0,66.0,30.0,611232.0,GT-9 Under Maintenance
2026-01-01,Shajibazar 330 MW CCPP,PDB,3*110,330.0,330.0,0.0,0.0,Under Maintenance
2026-01-01,Siddhirganj 335 MW CCPP,EGCB,1*217+118,217.0,335.0,300.0,5841584.0,Gas shortage
2026-01-01,Siddhirgonj 2*120 MW GTPP,EGCB,2*105,210.0,208.137,0.0,0.0,Gas shortage
2026-01-01,Siddhirgonj 210 MW TPP,PDB,1*210,210.0,115.0,0.0,0.0,Under Major Overhauling
2026-01-01,Sikalbaha 105 MW PP (Baraka Sikalbaha),IPP,6*17.5,105.0,105.0,0.0,0.0,Bill delay
2026-01-01,Sikalbaha 225MW CCPP,PDB,1*150+1*75,225.0,225.0,173.0,3953230.0,-
2026-01-01,Sikalbaha Peaking GT,PDB,1*150,150.0,150.0,0.0,0.0,-
2026-01-01,Sirajganj 2 MW Wind Power Plant,PDB,0.25*8,2.0,2.0,0.0,0.0,Contract Expired
2026-01-01,Sirajganj 68 MW Solar Park,IPP,0,0.0,68.0,0.0,316496.0,-
2026-01-01,Sirajgonj 225MW CCPP Unit-1,NWPGCL,1*150+1*75,225.0,214.0,192.0,4169273.0,Gas shortage
2026-01-01,Sirajgonj 225MW CCPP Unit-2,NWPGCL,1*150+1*75,225.0,220.0,0.0,0.0,Standby @NLDC's instruction due to gas shortage
2026-01-01,Sirajgonj 225MW CCPP Unit-3,NWPGCL,1*141,141.0,220.0,0.0,0.0,Standby as per instruction of NLDC
2026-01-01,Sirajgonj 400 MW CCPP Unit-4,NWPGCL,1*282+1*132,414.0,413.79,414.0,8549309.0,FGMO
2026-01-01,Sirajgonj 6.55 MW Solar,NWPGCL,0,0.0,6.09,0.0,26820.0,-
2026-01-01,Sonagazi 75 MW (AC) Solar Power Plant,EGCB,0,0.0,75.0,0.0,256973.0,-
2026-01-01,Spectra Solar Plant Ltd.,IPP,0,0.0,35.0,0.0,180526.0,-
2026-01-01,Sreepur 150 MW PP BRPL,PDB-RPCL,9*18,162.0,160.0,142.0,1221600.0,-
2026-01-01,Summit Power Ashulia,IPP,0,0.0,33.75,7.0,408600.0,Low gas pressure
2026-01-01,Summit Power Madhabdi,IPP,3*3.67+4*8.73,45.93,23.0,14.0,359640.0,-
2026-01-01,Sutiakhali 50 MW Solar PP,IPP,0,0.0,50.0,0.0,79250.0,-
2026-01-01,Sylhet 20 MW GTPP,PDB,1*20,20.0,20.0,0.0,0.0,-
2026-01-01,Sylhet 225 MW CCPP,PDB,1*142+1*89,231.0,231.0,159.0,4394550.0,-
2026-01-01,Sympa Solar Power 8 MW,IPP,0,0.0,8.0,0.0,30138.72,-
2026-01-01,Tangail Palli Power Gen 22 MW,IPP,4*6.7,26.8,22.0,0.0,0.0,"To be dispatched 12 MW, due to fuel shortages."
2026-01-01,Teesta Solar Limited,BCPCL,0,0.0,200.0,0.0,632160.0,-
2026-01-01,Teknaf 20MW PP (Solartech),IPP,0,0.0,20.0,0.0,101115.0,-
2026-01-01,Titas 50 MW Peaking PP,PDB,6*8.92,53.52,52.0,0.0,0.0,machine problem
2026-01-01,Tongi 80 MW GTPP,PDB,1* 105,105.0,105.0,0.0,0.0,Under Maintenance of Exciter
2026-01-01,Unique Meghnaghat Power Limited (UMPL),IPP,0,0.0,584.0,0.0,0.0,Schedule Outage Ongoing
2026-01-01,United Payra Power Ltd.,IPP,8*18.5+1*9.5,157.5,150.0,0.0,0.0,Avail.100%;NEO cut for BPDB late pay.PPASec13.2(j)
2026-01-02,Adani Power Jharkhanda Ltd,Import,2*673,1346.0,1435.88,924.14,21381818.0,FGMO
2026-01-02,Anlima Energy Ltd.,IPP,6*21.2,127.2,116.0,0.0,0.0,-
2026-01-02,Anwara 300 MW PP (United),IPP,17*17+24,289.0,300.0,0.0,0.0,Avail.100%;NEO cut for BPDB late pay.PPASec13.2(j)
2026-01-02,Ashuganj 150MW PP (Midland),IPP,23X7.015,161.345,150.0,0.0,0.0,-
2026-01-02,Ashuganj 195 MW PP (APSCL-United),IPP,20X9.73+1X16,210.6,195.0,8.0,719273.0,Transformer overload
2026-01-02,Ashuganj 420 MW CCPP(East),APSCL,284*1+116*1,400.0,393.0,393.0,7698800.0,FGMO
2026-01-02,Ashuganj 450 MW CCPP(North),APSCL,1*360,360.0,353.35,360.0,8514200.0,-
2026-01-02,Ashuganj 450 MW CCPP(South),APSCL,1*360,360.0,318.81,0.0,0.0,Unable to on FGMO>machine under observation.
2026-01-02,Ashuganj 51 MW PP (Midland),IPP,6X9.34,56.04,51.0,5.0,556728.0,-
2026-01-02,Ashuganj 55 MW PP (Precision),QRPP,15*4,60.0,55.0,47.0,718560.0,Machine Problem
2026-01-02,Ashuganj CCPP 225 MW,APSCL,1X142+1X75,217.0,221.0,0.0,0.0,Shutdown
2026-01-02,Ashuganj TSK 50 MW PP,APSCL,14*3.96,55.44,46.701,36.0,804456.0,Machine Problem
2026-01-02,Baghabari 100 MW GTPP,PDB,1*100,100.0,100.0,0.0,0.0,Machine Under Maintenance
2026-01-02,Baghabari 50 MW Peaking PP,PDB,6*8.9,53.4,52.0,0.0,0.0,-
2026-01-02,Baghabari 71 MW GTPP,PDB,1X71,71.0,70.0,0.0,0.0,Gas shortage
2026-01-02,Bagura 113 MW PP (Confidence)-1,IPP,6*18.55,111.3,113.0,0.0,0.0,-
2026-01-02,Bagura 113 MW PP (Confidence)-2,IPP,6*18.55+7.2,111.3,113.0,0.0,0.0,-
2026-01-02,Barapukuria 275 MW TPP Unit-3,PDB,1*275,275.0,274.0,0.0,0.0,Under Maintenance
2026-01-02,Barapukuria TPP Unit-1 & 2,PDB,1*125+1*125,250.0,170.0,0.0,0.0,Under Maintenance
2026-01-02,Barisal 1 MW Solar Plant,IPP,0,0.0,1.0,0.0,2724.0,-
2026-01-02,Barisal 110 MW PP (Summit ),IPP,7X17.076,119.532,110.0,0.0,0.0,-
2026-01-02,Barisal 307 MW,BCPCL,307X1,307.0,307.0,279.0,4648000.0,FGMO
2026-01-02,Bera 70 MW Peaking PP,PDB,9*8.29,74.61,71.0,0.0,0.0,Under Maintenance
2026-01-02,Bhairob 54.5 MW,IPP,3*18.2,54.6,54.5,0.0,35280.0,-
2026-01-02,Bheramara (HVDC ),Import,2X500,1000.0,1000.0,892.0,17051636.0,-
2026-01-02,Bheramara 410 MW CCPP,NWPGCL,1X278+1X132,410.0,410.0,0.0,0.0,Plant is in standby due to scarcity of fuel gas
2026-01-02,Bheramara GTPP Unit-3,PDB,1X20,20.0,16.0,0.0,0.0,Contract Expired
2026-01-02,Bhola 225 MW CCPP,PDB,2X63+1X68,194.0,194.0,140.0,2972000.0,Partial Shutdown of STG
2026-01-02,Bhola 33 MW PP (Venture),NENP,1X34.50,34.5,10.0,0.0,0.0,Contract Expired
2026-01-02,Bhola Nutan Biddut BD LTD,IPP,2*75+1*75,225.0,220.0,220.0,5181250.0,MVAR Subjected to Grid Voltage
2026-01-02,Bibiana-II 341 MW CCPP (Summit),IPP,1*222+1*119,341.0,341.0,315.0,7418000.0,FGMO
2026-01-02,Bibiyana South 400 MW,PDB,1*400,400.0,383.0,0.0,0.0,Under Maintenance
2026-01-02,Bibiyana-III 400 MW CCPP,PDB,285*1+134*1,419.0,400.0,0.0,0.0,Under Maintenance
2026-01-02,Chandpur 115(Doreen),IPP,4*18.5+2*22.5,119.0,115.0,0.0,0.0,-
2026-01-02,Chandpur 150 MW CCPP,PDB,1*106+1*57,163.0,163.0,111.0,2024263.0,Gas shortage
2026-01-02,Chandpur 200MW (Desh energy),IPP,12*18.4,220.8,200.0,0.0,0.0,-
2026-01-02,Chapainawabganj 100 MW Peaking PP,PDB,12*8.924,107.088,104.0,0.0,0.0,Liquid fuel shortage
2026-01-02,Chattogram 108 MW PP (ECPV),IPP,16*7,112.0,108.0,0.0,0.0,-
2026-01-02,Chattogram TPP,PDB,1*210+1*210,420.0,360.0,0.0,0.0,"Unit #1 Under Maintenance, Unit#2 Gas Shortage"
2026-01-02,Chowmuhani 113 MW,IPP,12*9.78+2*3.1,123.56,113.0,0.0,0.0,Liquid fuel Shortage
2026-01-02,Cox's Bazar Wind,PDB,22*3,66.0,60.0,13.0,237600.0,-
2026-01-02,Cumilla 25 MW PP (Summit),"SIPP,REB",3*3.67+2*6.97,24.95,25.0,11.0,219990.0,Machine Schedule Maintenance
2026-01-02,Dohazari -Kalaish 100 MW Peaking,PDB,6*17,102.0,102.0,0.0,0.0,Engine Problem
2026-01-02,Energypac Power Venture Thakurgaon Ltd.,IPP,0,0.0,115.0,0.0,0.0,-
2026-01-02,Faridpur 50 MW Peaking PP,PDB,8*6.89,55.12,54.0,0.0,0.0,Engine Problem
2026-01-02,Fenchugonj CCPP Phase-1,PDB,2*32+1*33,97.0,90.0,41.0,974000.0,Machine Problem
2026-01-02,Fenchugonj CCPP Phase-2,PDB,2*35+1*35,105.0,90.0,50.0,966480.0,GT#3 is not on FGMO Mode due to problem of Flame
2026-01-02,Feni Lanka Power,IPP,7*18.415+1*9.78,138.685,114.0,0.0,0.0,-
2026-01-02,Gagnagar 102 MW PP (Digital Power),IPP,12*8.924,107.088,102.0,0.0,0.0,Liquid fuel shortage
2026-01-02,Gazipur 100 MW PP,RPCL,6*17.5,105.0,105.0,0.0,0.0,-
2026-01-02,Gazipur 52 MW PP,RPCL,6*8.9,53.4,52.194,0.0,0.0,Liquid fuel shortage
2026-01-02,Ghorasal 365 MW CCPP Unit-7,PDB,1*243+1*122,365.0,365.0,0.0,0.0,Gas shortage
2026-01-02,Ghorasal Repowered CCPP Unit-3,PDB,1*260,260.0,260.0,0.0,0.0,GT is under maintenance
2026-01-02,Ghorasal Repowered CCPP Unit-4,PDB,1*210,210.0,240.0,0.0,0.0,Gas shortage
2026-01-02,Ghorasal TPP Unit-5,PDB,1*210,210.0,190.0,0.0,0.0,Gas shortage
2026-01-02,Ghorashal 108 MW PP (Regent),IPP,34*3.35,113.9,97.7,0.0,0.0,Gas shortage
2026-01-02,Gopalganj 100 MW Peaking PP,PDB,16*6.98,111.68,109.0,0.0,0.0,Engine Problem
2026-01-02,HVDC(Nepal),Import,1*40,40.0,40.0,0.0,0.0,-
2026-01-02,Haripur 360 MW CCPP (HPL),IPP,1*235+1*125,360.0,0.0,0.0,0.0,Contract Expired
2026-01-02,Haripur 412 MW CCPP,EGCB,1*273+1*139,412.0,412.0,353.0,8276400.0,-
2026-01-02,Haripur GTPP,"SBU,PDB",32*2,64.0,20.0,0.0,0.0,-
2026-01-02,Hathazari 100 MW peaking PP,PDB,11*8.9,97.9,98.0,0.0,0.0,machine problem
2026-01-02,Import (Tripura),Import,0,0.0,160.0,96.0,1948800.0,-
2026-01-02,Intraco Solar 30 MW,IPP,1*30,30.0,30.0,0.0,131637.0,-
2026-01-02,JERA Meghnaghat Power Limited,IPP,250*2+268,500.0,718.0,0.0,0.0,Gas shortage
2026-01-02,Jamalpur 115 MW PP (United),IPP,9.78*12,117.36,115.0,19.0,307200.0,-
2026-01-02,Jangalia 52 MW PP (Lakdanavi),IPP,6*8.92,53.52,52.2,0.0,0.0,-
2026-01-02,Jodiac Power,IPP,3*18.55+1*3.6,59.25,54.363,0.0,0.0,Liquid fuel shortage
2026-01-02,Juldah 100 MW PP Unit-3 (Acorn),IPP,8*13.5,108.0,100.0,0.0,0.0,Liquid fuel shortage
2026-01-02,Juldah unit-2 (Acorn),IPP,8*13.6,108.8,100.0,0.0,0.0,Liquid fuel shortage
2026-01-02,Kamalaghat 54 MW PP(Banco Energy),IPP,3*18,54.0,53.97,0.0,0.0,-
2026-01-02,Kanchan Purbachal Power Generation Ltd.,IPP,18.4*3,55.2,55.0,0.0,0.0,Liquid fuel shortage
2026-01-02,Kaptai 7 MW Solar PP,PDB,0,0.0,6.0,0.0,16563.0,-
2026-01-02,"Karnaphuli Hydro PP Unit-1,2,3,4, 5",PDB,2*40+3*50,230.0,230.0,46.0,1073280.0,-
2026-01-02,Karnaphuli Power Ltd.,IPP,18.415*6+6.5,110.49,110.0,0.0,0.0,-
2026-01-02,Katakhali 50 MW Peaking PP,PDB,6*8.7,52.2,50.0,0.0,0.0,Two engines are under maintenance
2026-01-02,Khulna 225 MW CCPP,NWPGCL,1X150+1X75,225.0,230.0,0.0,0.0,-
2026-01-02,Khulna 330 MW CCPP,PDB,1*220+1*110,330.0,336.0,0.0,0.0,GT Available
2026-01-02,Kodda 149 MW PP Unit-1 (Summit),IPP,8*18.45+8.97,147.6,149.0,0.0,0.0,-
2026-01-02,Kodda 150 MW PP BRPL,PDB-RPCL,9*17.06,153.54,149.36,0.0,0.0,-
2026-01-02,Kodda 300 MW PP Unit-2 (Summit),IPP,18*17.06,307.08,300.0,0.0,0.0,-
2026-01-02,Kushiara 163 MW CCPP (KP),IPP,1*109+1*54,163.0,163.0,16.0,1031236.0,FGMO
2026-01-02,Madanganj-55 MW PP(Summit),IPP,3*17+1*11.3,62.3,55.0,0.0,0.0,-
2026-01-02,Madhumati 100 MW PP,NWPGCL,6*18,108.0,105.0,0.0,0.0,Liquid fuel shortage
2026-01-02,"Malancha, Ctg. EPZ (United)",IPP,5*8.73+3*9.34,71.67,42.0,29.0,740640.0,-
2026-01-02,Manikganj 55 MW PP (Northern),IPP,19.3*3,57.9,55.0,0.0,0.0,Liquid fuel shortage
2026-01-02,Manikgonj 162MW PP(MPGL),IPP,9*18,162.0,162.0,0.0,0.0,-
2026-01-02,Matarbari 2*600 MW (CPGCBL),CPGCL,2*600,1200.0,1150.0,625.0,12981818.18,-
2026-01-02,Meghnaghat 104 MW PP (OPCL),IPP,6*18.5,111.0,104.0,0.0,0.0,Liquid fuel shortage
2026-01-02,Meghnaghat 450 MW CCPP (MPL),IPP,2*150+1*150,450.0,450.0,225.0,4451100.0,-
2026-01-02,Meghnaghat CCPP(Summit),IPP,2*110+1*110,330.0,335.0,0.0,0.0,Gas shortage
2026-01-02,Meghnaghat CCPP(Summit)-2,IPP,1*409+1*202,611.0,583.0,415.0,9476364.0,FGMO
2026-01-02,Mirsharai 150 MW BRPL,IPP,18.5*9,166.5,163.0,0.0,0.0,-
2026-01-02,Mongla Orion 100 MW Solar PP,IPP,100,100.0,100.0,0.0,432720.0,-
2026-01-02,Moulvibazar 10 MW Solar Power Plant,IPP,1*10,10.0,0.0,0.0,12950.0,-
